row_index,title,year,authors,journal,cited_by,link,is_replication,confidence,reasoning
380,"A replication of"" Education and catch-up in the Industrial Revolution""(American Economic Journal: Macroeconomics, 2011)",2017,,JSS Edwards - 2017 - degruyter.com,1,https://www.degruyter.com/document/doi/10.5018/economics-ejournal.ja.2018-3/downloadAsset/suppl/journalarticles_2018-3-sm1.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
381,Nationalism and Economic Openness: The cross-country evidence revisited,2017,"S Afrin, RV Breunig, S Weldeegzie","V Agarwal, S Afrin, RV Breunig, S Weldeegzie, T Zhang - 2017 - papers.ssrn.com",1,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3025218,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
382,Gender Effects on Loyalty: A Replication in an Emerging Market,2017,"FB Daouda, PTM Ingenbleek","FB Daouda, PTM Ingenbleek… - Journal of Marketing …, 2017 - academia.edu",1,https://www.academia.edu/download/87184262/107.0000003820220608-1-1pil6zt.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=3)"
383,Industrialization and economic growth: A missing link or a missing point?,2017,,"H Montagu - Master of Arts dissertation in Development Studies …, 2017 - thesis.eur.nl",1,https://thesis.eur.nl/pub/41612/Montagu-Haroldo-.pdf,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
384,Economic consequences of numerical adaptation,2017,"M Garagnani, FM Vieider","M Garagnani, FM Vieider - Psychological Science, 2017 - journals.sagepub.com",1,https://journals.sagepub.com/doi/abs/10.1177/09567976251339195,False,high,No replication signals found in title or abstract.
385,"Microplots and food security: encouraging replication studies of policy relevant research. Economics Discussion Papers, No 2017-71",2017,"BDK Wood, M Vasquez","BDK Wood, M Vasquez - … //www. economics-ejournal. org/economics …, 2017 - degruyter.com",1,https://www.degruyter.com/document/doi/10.5018/economics-ejournal.ja.2018-50/downloadAsset/suppl/journalarticles_2018-50-sm1.pdf,True,high,Abstract has multiple strong replication signals. (a_strong=3)
386,Trends in angler expenditures and economic contributions of tourism at a trophy fishery in Texas,2017,,CR Parker - 2017 - search.proquest.com,1,https://search.proquest.com/openview/fb29f93a019457932477d1f0f61ceff8/1?pq-origsite=gscholar&cbl=18750,True,high,Abstract has multiple strong replication signals. (a_strong=2)
387,Approaching the 45th Anniversary of Downsian Model: A Meta-Analysis of Issue Attention Cycle Replicated Publications,2017,M Dyussenov,"M Dyussenov - Available at SSRN 3047301, 2017 - papers.ssrn.com",1,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3047301,False,high,No replication signals found in title or abstract.
388,A Replication Plan for:“Building State Capacity: Evidence from Biometric Smartcards in India”,2017,"AA Atanda, WR Reed","AA Atanda, WR Reed - 2017 - 3ieimpact.org",1,http://www.3ieimpact.org/sites/default/files/2018-12/atanda_revised_replication_plan.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
389,"Historical"" Real Wage Gaps"": A Lesson for Economists from Economic History",2017,,"PA Riach - The Journal of European Economic History, 2017 - search.proquest.com",1,https://search.proquest.com/openview/63aaa711c50a7c54be87500d6452470b/1?pq-origsite=gscholar&cbl=15231,False,high,No replication signals found in title or abstract.
390,"Does online availability increase citations? A replication study of McCabe and Snyder (Review of Economics and Statistics, 2015)",2017,J Wagner,"J Wagner - … Journal for Re-Views in Empirical Economics (IREE), 2017 - econstor.eu",0,https://www.econstor.eu/bitstream/10419/168377/1/IREE-2017-02.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
391,A replication of Pindyck's willingness to pay: on the sacrifice needed to obtain results,2017,P Pellizzari,"L Gerotto, P Pellizzari - … PAPER-DEPARTMENT OF ECONOMICS, CÀ …, 2017 - iris.unive.it",0,https://iris.unive.it/handle/10278/3693297,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
392,"Firm size and the use of export intermediaries. A replication study of Abel-Koch (The World Economy, 2013)",2017,J Wagner,"J Wagner - … Journal for Re-Views in Empirical Economics (IREE), 2017 - econstor.eu",0,https://www.econstor.eu/handle/10419/168376,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=4)"
393,A Replication and Extension of Hoffman and Spitzer's Coase Theorem Experiments,2017,"C Eckel, R Rholes","JD Backstrom, C Eckel, R Rholes… - 2017 - ageconsearch.umn.edu",0,https://ageconsearch.umn.edu/record/259936/files/Abstracts_17_07_11_15_52_46_13__172_16_20_110_0.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
394,"Religious loyalty and acceptance of corruption. A replication study of Gouda and Park (Journal of Economics and Statistics, 2015)",2017,J Wagner,"J Wagner - … Journal for Re-Views in Empirical Economics (IREE), 2017 - econstor.eu",0,https://www.econstor.eu/bitstream/10419/168378/1/IREE-2017-03.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
395,Expanding Schooling Opportunities in the Netherlands: A Replication of Leuven et al.(2010),2017,"AI Ali, AK Menclova","AI Ali, AK Menclova - 2017 - ideas.repec.org",0,https://ideas.repec.org/p/cbt/econwp/17-03.html,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=4)"
396,Returns to Scale in Electricity Generation: Revisited and Replicated,2017,"DH Bernstein, CF Parmeter","DH Bernstein, CF Parmeter - 2017 - ideas.repec.org",0,https://ideas.repec.org/p/mia/wpaper/2017-08.html,True,high,Abstract has strong replication signal. (a_strong=1)
397,Economic Inequality on the Rise,2017,R Schwaiger,R Schwaiger - 2017 - diglib.uibk.ac.at,0,https://diglib.uibk.ac.at/download/pdf/2283283.pdf,False,high,No replication signals found in title or abstract.
398,"Replication data for"" Leading-Effect, Risk-Taking and Sabotage in Two-Stage Tournaments"". Version: 1",2017,"F Mueller-Langer, P Andreoli-Versbach","F Mueller-Langer, P Andreoli-Versbach - Journal of Economics and …, 2017 - pure.mpg.de",0,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_2462705,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
399,What does Enrolment into a First-choice Programme of Study Depend on? Comparison of the Original and Replicated Study Results,2017,S Rogošić,"S Rogošić - … journal of research in economics and social sciences, 2017 - academia.edu",0,https://www.academia.edu/download/55487870/60ESSNOV-5733.pdf,True,high,Abstract has multiple strong replication signals. (a_strong=3)
400,"Replicating “Predicting the present with Google trends” by Hyunyoung Choi and Hal Varian (The Economic Record, 2012). Economics Discussion Papers, No …",2017,T Coupé,"T Coupé - … . http://www. economics-ejournal. org/economics …, 2017 - core.ac.uk",0,https://core.ac.uk/download/pdf/93378893.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
401,The Measurement and Behavior of Uncertainty: Replication with Evidence from the US Survey of Professional Forecasters,2017,,DR de Klerk - 2017 - thesis.eur.nl,0,https://thesis.eur.nl/pub/38450/Klerk-de.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=2)"
402,"A replication of 'Education and catch-up in the Industrial Revolution'(American Economic Journal: Macroeconomics, 2011). Economics Discussion Papers, No …",2017,,"J Edwards - … . http://www. economics-ejournal. org/economics …, 2017 - core.ac.uk",0,https://core.ac.uk/download/pdf/93369296.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
403,"Replication of “Do Fiscal Rules Matter?” Grembi, Nannicini, Troiano American Economic Journal: Applied Economics, 2016",2017,,SLIMT Lucca - 2017 - researchgate.net,0,https://www.researchgate.net/profile/Sara-Landi/publication/325996314_Replication_of_Do_Fiscal_Rules_Matter_Grembi_Nannicini_Troiano/links/5b325891aca2720785e95219/Replication-of-Do-Fiscal-Rules-Matter-Grembi-Nannicini-Troiano.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
404,"A Replication of “Are Competitive Banking Systems More Stable?”(Journal of Money, Credit, and Banking, 2009)",2017,"KK Das, S Bandarnayake, WR Reed","KK Das, S Bandarnayake, WR Reed - 2017 - ir.canterbury.ac.nz",0,https://ir.canterbury.ac.nz/bitstream/10092/15313/2/scw_rep.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
405,Replication of Schuler & Wanke (2016),2017,"J Crawford, J Ruscio","J Crawford, A Fournier, J Ruscio - 2017 - osf.io",0,https://osf.io/preprints/c43bk/,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
406,Online Appendix For: Generalizing from Survey Experiments Conducted on Mechanical Turk: A Replication Approach,2017,A Coppock,A Coppock - 2017 - alexandercoppock.com,0,https://alexandercoppock.com/coppock_2019a_appendix.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
407,"Registered Replication Report: Rand, Greene, and Nowak",2017,"M Johannesson, G Tinghög, D Västfjäll","M Johannesson, G Tinghög, D Västfjäll… - Perspectives on …, 2017 - research.hhs.se",0,https://research.hhs.se/esploro/outputs/journalArticle/Registered-Replication-Report-Rand-Greene-and/991001480507806056,False,high,No replication signals found in title or abstract.
408,"Replication, update and, robustness analysis of 'Energy and economic growth in the USA: a multivariate approach'",2017,"S Bruns, J König, DI Stern","S Bruns, J König, DI Stern - 2017 - osf.io",0,https://osf.io/wvjt7/resources,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
409,"Institute for Economic Studies, Keio University",2017,"R Forslid, T Okubo, M Sanctuary","M Size, R Forslid, T Okubo, M Sanctuary - 2017 - ies.keio.ac.jp",0,https://ies.keio.ac.jp/upload/pdf/en/DP2017-019.pdf,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
410,Revisiting savings: a replication study of facilitating savings for agriculture,2017,,"J Stage, T Thangavelu - 3ieimpact.org",0,http://www.3ieimpact.org/sites/default/files/2018-12/stage_revised_replication_plan.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
411,Replicating Triyana (2016),2017,P Schrimpf,P Schrimpf - 2017 - faculty.arts.ubc.ca,0,https://faculty.arts.ubc.ca/pschrimpf/326/lec09-triyana2016.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
412,Social norms and energy conservation beyond the US–A replication,2017,"A Gerster, M Andor, J Peters, CM Schmidt","A Gerster, M Andor, J Peters, CM Schmidt - Heading Towards Sustainable …, 2017 - iaee.org",0,https://www.iaee.org/proceedings/article/14483,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
413,Economic Restructuring in the Northeast: A Replication and Extension,2017,,K Grant - 2017 - shsu-ir.tdl.org,0,https://shsu-ir.tdl.org/bitstream/20.500.11875/2175/1/GRANT-THESIS-2017.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
414,Coding Empirical Analysis from Beginning to End: Application to Debt and Growth Relationship,2017,T Dvorak,T Dvorak - 2017 - dvorakt.github.io,0,https://dvorakt.github.io/TIER_debt_growth/documents/debt_and_growth_article.pdf,True,high,Abstract has multiple strong replication signals. (a_strong=2)
415,Can social norms lead people to choose less money over more?,2017,,SV Michelsen - 2017 - bora.uib.no,0,https://bora.uib.no/bora-xmlui/handle/1956/16694,True,high,Abstract has strong replication signal. (a_strong=1)
416,Keynote Speech on Data in Financial Economics (Presentation Slides),2017,C Trzcinka,"C Trzcinka - Kelley School of Business Research Paper, 2017 - papers.ssrn.com",0,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3142834,True,high,Abstract has strong replication signal. (a_strong=1)
417,"AN INSIGHT INTO THE DETERMINATION OF BETA BY FINANCIAL WEBSITES: REPLICATING APPLE, INC.'S BETA AS COMPUTED BY YAHOO! FINANCE",2017,CY Tibbs,"CY Tibbs, SM Muchori - researchgate.net",0,https://www.researchgate.net/profile/Samuel-Muchori/publication/316063163_AN_INSIGHT_INTO_THE_DETERMINATION_OF_BETA_BY_FINANCIAL_WEBSITES_REPLICATING_APPLE_INC'S_BETA_AS_COMPUTED_BY_YAHOO_FINANCE/links/58ee8ef40f7e9b37ed16c605/AN-INSIGHT-INTO-THE-DETERMINATION-OF-BETA-BY-FINANCIAL-WEBSITES-REPLICATING-APPLE-INCS-BETA-AS-COMPUTED-BY-YAHOO-FINANCE.pdf,False,high,No replication signals found in title or abstract.
418,Replication Data for Does Democracy Cause Innovation? An Empirical Test of the Popper Hypothesis,2017,,"L Zang - (No Title), 2017 - cir.nii.ac.jp",0,https://cir.nii.ac.jp/crid/1880584740845140480,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
419,Evaluating Statistical and Economic Value of the Cieslak and Povala Factor,2017,,K Helene Marie - 2017 - arno.uvt.nl,0,http://arno.uvt.nl/show.cgi?fid=143589,False,high,No replication signals found in title or abstract.
420,DELINEATING US LABOR-SHEDS FROM COMMUTER FLOW DATA: COMPARING CURRENT METHODS USING QUALITY OF FIT STATISTICS,2017,"CS Fowler, DC Rhubart","CS Fowler, L Jensen, DC Rhubart - sites.psu.edu",0,https://sites.psu.edu/psucz/files/2017/08/Labor-shed-J-Reg-Sci-paper-Submission-Draft-1iy1k6r.pdf,True,high,Abstract has strong replication signal. (a_strong=1)
421,"… supply-side system approach: how to replicate Klump, McAdam, and Willman (Review of Economics and Statistics, 2007). Economics Discussion Papers, No …",2017,"GE Daniels Jr, V Kakar","GE Daniels Jr, V Kakar - … http://www. economics-ejournal. org/economics …, 2017 - core.ac.uk",0,https://core.ac.uk/download/pdf/93378887.pdf,False,high,"Abstract discusses replication as topic/concept, not as paper's primary action. (a_neg=1)"
422,Saving Private Buying: Replicating Private Equity Returns Under Different Economic Regimes,2017,,L Quiogue - 2017 - dataspace.princeton.edu,0,https://dataspace.princeton.edu/handle/88435/dsp01xd07gw32n,False,medium,"Replication language appears incidental (method step, table/figure reproduction, own results)."
423,Economic Factors and Their Predictive Value on Presidential Elections,2017,,A Baghkhanian - 2017 - scholarworks.calstate.edu,0,https://scholarworks.calstate.edu/handle/10211.3/193533,False,high,No replication signals found in title or abstract.
424,CARLETON ECONOMIC PAPERS,2017,H Khan,"T Grieder, H Khan - CEP, 2017 - carleton.ca",0,http://www.carleton.ca/economics/wp-content/uploads/cep17-03.pdf,False,high,No replication signals found in title or abstract.
425,Replication Crisis and Its Solutions,2017,E Palosaari,E Palosaari - 2017 - users.aalto.fi,0,https://users.aalto.fi/~palosae2/Replication%20Crisis%20and%20Its%20Solutions.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
426,Prolific. ac—A subject pool for online experiments,2018,"S Palan, C Schitter","S Palan, C Schitter - Journal of behavioral and experimental finance, 2018 - Elsevier",3875,https://www.sciencedirect.com/science/article/pii/S2214635017300989,True,high,Abstract has strong replication signal. (a_strong=1)
427,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,2018,"CF Camerer, A Dreber, F Holzmeister, TH Ho","CF Camerer, A Dreber, F Holzmeister, TH Ho… - Nature human …, 2018 - nature.com",1817,https://www.nature.com/articles/s41562-018-0399-z,False,high,No replication signals found in title or abstract.
428,"Bitcoin, gold and the US dollar–A replication and extension",2018,"DG Baur, T Dimpfl","DG Baur, T Dimpfl, K Kuck - Finance research letters, 2018 - Elsevier",699,https://www.sciencedirect.com/science/article/pii/S1544612317305093,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
429,Do medical marijuana laws reduce addictions and deaths related to pain killers?,2018,"D Powell, RL Pacula, M Jacobson","D Powell, RL Pacula, M Jacobson - Journal of health economics, 2018 - Elsevier",516,https://www.sciencedirect.com/science/article/pii/S0167629617311852,True,high,Abstract has strong replication signal. (a_strong=1)
430,Relationship of gender differences in preferences to economic development and gender equality,2018,"A Falk, J Hermle","A Falk, J Hermle - Science, 2018 - science.org",515,https://www.science.org/doi/abs/10.1126/science.aas9899,True,high,Abstract has multiple strong replication signals. (a_strong=3)
431,Conducting interactive experiments online,2018,"AA Arechar, S Gächter, L Molleman","AA Arechar, S Gächter, L Molleman - Experimental economics, 2018 - Springer",509,https://link.springer.com/article/10.1007/s10683-017-9527-2,False,high,No replication signals found in title or abstract.
432,Attention variation and welfare: theory and evidence from a tax salience experiment,2018,"D Taubinsky, A Rees-Jones","D Taubinsky, A Rees-Jones - The Review of Economic Studies, 2018 - academic.oup.com",373,https://academic.oup.com/restud/article-abstract/85/4/2462/4665811,True,high,Abstract has strong replication signal. (a_strong=1)
433,The bias bias in behavioral economics,2018,G Gigerenzer,"G Gigerenzer - Review of Behavioral Economics, 2018 - nowpublishers.com",281,https://www.nowpublishers.com/article/OpenAccessDownload/RBE-0092,False,high,No replication signals found in title or abstract.
434,"Human capital, social capabilities and economic growth",2018,"M Ali, A Egbetokun, MH Memon","M Ali, A Egbetokun, MH Memon - Economies, 2018 - mdpi.com",244,https://www.mdpi.com/2227-7099/6/1/2,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
435,Neighborhood sanitation and infant mortality,2018,"M Geruso, D Spears","M Geruso, D Spears - American Economic Journal: Applied Economics, 2018 - aeaweb.org",224,https://www.aeaweb.org/articles?id=10.1257/app.20150431,False,high,No replication signals found in title or abstract.
436,Sequence and alignment of external pressures in industry destabilisation: Understanding the downfall of incumbent utilities in the German energy transition (1998 …,2018,"G Kungl, FW Geels","G Kungl, FW Geels - Environmental innovation and societal transitions, 2018 - Elsevier",204,https://www.sciencedirect.com/science/article/pii/S2210422417300175,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
437,The regional effects of Germany's national minimum wage,2018,"GM Ahlfeldt, D Roth","GM Ahlfeldt, D Roth, T Seidel - Economics Letters, 2018 - Elsevier",173,https://www.sciencedirect.com/science/article/pii/S0165176518303513,False,high,No replication signals found in title or abstract.
438,Nonlinearity and complex dynamics in economics and finance,2018,WA Brock,"WA Brock - The economy as an evolving complex system, 2018 - taylorfrancis.com",172,https://www.taylorfrancis.com/chapters/edit/10.1201/9780429492846-5/nonlinearity-complex-dynamics-economics-finance-william-brock,False,high,No replication signals found in title or abstract.
439,Conditional cooperation: Review and refinement,2018,"C Thöni, S Volk","C Thöni, S Volk - Economics Letters, 2018 - Elsevier",171,https://www.sciencedirect.com/science/article/pii/S0165176518302453,False,high,No replication signals found in title or abstract.
440,Running behavioral operations experiments using Amazon's Mechanical Turk,2018,E Siemsen,"YS Lee, YW Seo, E Siemsen - Production and Operations …, 2018 - journals.sagepub.com",160,https://journals.sagepub.com/doi/abs/10.1111/poms.12841,False,high,No replication signals found in title or abstract.
441,Tax structures and economic growth: New evidence from the government revenue dataset,2018,K McNabb,"K McNabb - Journal of International development, 2018 - Wiley Online Library",159,https://onlinelibrary.wiley.com/doi/abs/10.1002/jid.3345,True,high,Abstract has strong replication signal. (a_strong=1)
442,Which panel data estimator should I use?: A corrigendum and extension,2018,WR Reed,"M Moundigbaye, WS Rea, WR Reed - Economics, 2018 - degruyter.com",157,https://www.degruyter.com/document/doi/10.5018/economics-ejournal.ja.2018-4/html,True,high,Abstract has strong replication signal. (a_strong=1)
443,Ambiguity aversion is not universal,2018,MG Kocher,"MG Kocher, AM Lahno, ST Trautmann - European Economic Review, 2018 - Elsevier",145,https://www.sciencedirect.com/science/article/pii/S001429211730185X,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=3)"
444,"Registered replication report on Mazar, Amir, and Ariely (2008)",2018,"B Verschuere, EH Meijer, A Jim","B Verschuere, EH Meijer, A Jim… - … in Methods and …, 2018 - journals.sagepub.com",137,https://journals.sagepub.com/doi/abs/10.1177/2515245918781032,True,high,Abstract has strong replication signal. (a_strong=1)
445,"Long‐term social, economic and fiscal effects of immigration into the EU: The role of the integration policy",2018,"A Kancs, P Lecca","A Kancs, P Lecca - The World Economy, 2018 - Wiley Online Library",128,https://onlinelibrary.wiley.com/doi/abs/10.1111/twec.12637,False,high,No replication signals found in title or abstract.
446,"Law and psychology grows up, goes online, and replicates",2018,"K Irvine, DA Hoffman","K Irvine, DA Hoffman… - Journal of Empirical …, 2018 - Wiley Online Library",122,https://onlinelibrary.wiley.com/doi/abs/10.1111/jels.12180,True,high,Abstract has strong replication signal. (a_strong=1)
447,"Wealth inequality in Sweden, 1750–1900",2018,"E Bengtsson, A Missiaia, M Olsson","E Bengtsson, A Missiaia, M Olsson… - The Economic History …, 2018 - Wiley Online Library",118,https://onlinelibrary.wiley.com/doi/abs/10.1111/ehr.12576,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
448,Replicating a trading strategy by means of LSTM for financial industry applications,2018,"L Troiano, V Loia","L Troiano, EM Villa, V Loia - IEEE transactions on industrial …, 2018 - ieeexplore.ieee.org",112,https://ieeexplore.ieee.org/abstract/document/8305636/,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
449,"Revisiting the gender gap in CEO compensation: Replication and extension of Hill, Upadhyay, and Beekun's (2015) work on CEO gender pay gap",2018,"VK Gupta, SC Mortal, X Guo","VK Gupta, SC Mortal, X Guo - Strategic Management Journal, 2018 - Wiley Online Library",109,https://onlinelibrary.wiley.com/doi/abs/10.1002/smj.2905,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
450,"Gender, age, and competition: A disappearing gap?",2018,"JA Flory, U Gneezy, KL Leonard, JA List","JA Flory, U Gneezy, KL Leonard, JA List - Journal of Economic Behavior & …, 2018 - Elsevier",107,https://www.sciencedirect.com/science/article/pii/S0167268118301008,False,high,No replication signals found in title or abstract.
451,Intergenerational transmission of human capital: Is it a one-way street?,2018,"P Lundborg, K Majlesi","P Lundborg, K Majlesi - Journal of health economics, 2018 - Elsevier",106,https://www.sciencedirect.com/science/article/pii/S0167629617304034,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
452,Is faster better? Quantifying the relationship between broadband speed and economic growth,2018,GS Ford,"GS Ford - Telecommunications Policy, 2018 - Elsevier",99,https://www.sciencedirect.com/science/article/pii/S0308596118300831,False,high,No replication signals found in title or abstract.
453,A meta-analysis examining the nature of trade-offs in microfinance,2018,P Reichert,"P Reichert - Oxford Development Studies, 2018 - Taylor & Francis",93,https://www.tandfonline.com/doi/abs/10.1080/13600818.2018.1427223,False,high,No replication signals found in title or abstract.
454,Do freedom of information laws increase transparency of government? A replication of a field experiment,2018,"S Grimmelikhuijsen, P John, A Meijer","S Grimmelikhuijsen, P John, A Meijer… - Journal of Behavioral …, 2018 - eprints.bbk.ac.uk",87,http://eprints.bbk.ac.uk/24005/,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
455,"Poverty, rural population distribution and climate change",2018,"EB Barbier, JP Hochard","EB Barbier, JP Hochard - Environment and Development Economics, 2018 - cambridge.org",81,https://www.cambridge.org/core/journals/environment-and-development-economics/article/poverty-rural-population-distribution-and-climate-change/AC50CF7C85013A57F8AACCAA49B29C09,True,high,Abstract has strong replication signal. (a_strong=1)
456,How should we think about Americans' beliefs about economic mobility?,2018,"S Davidai, T Gilovich","S Davidai, T Gilovich - Judgment and Decision making, 2018 - cambridge.org",81,https://www.cambridge.org/core/journals/judgment-and-decision-making/article/how-should-we-think-about-americans-beliefs-about-economic-mobility/6007ED89B1BB5A12699BA98624D02258,True,high,Abstract has strong replication signal. (a_strong=1)
457,Cost-effectiveness of take-home naloxone for the prevention of overdose fatalities among heroin users in the United Kingdom,2018,R Grieve,"S Langham, A Wright, J Kenworthy, R Grieve… - Value in health, 2018 - Elsevier",78,https://www.sciencedirect.com/science/article/pii/S1098301518300019,False,high,No replication signals found in title or abstract.
458,Monopsony and employer mis-optimization explain why wages bunch at round numbers,2018,"A Dube, A Manning, S Naidu","A Dube, A Manning, S Naidu - 2018 - nber.org",76,https://www.nber.org/papers/w24991,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
459,Greenness and school-wide test scores are not always positively associated–A replication of “linking student performance in Massachusetts elementary schools with …,2018,"MHEM Browning, M Kuo, S Sachdeva, K Lee","MHEM Browning, M Kuo, S Sachdeva, K Lee… - Landscape and urban …, 2018 - Elsevier",76,https://www.sciencedirect.com/science/article/pii/S0169204618303086,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
460,Estimating economic characteristics with phone data,2018,JE Blumenstock,"JE Blumenstock - AEA papers and proceedings, 2018 - aeaweb.org",74,https://www.aeaweb.org/articles?id=10.1257/pandp.20181033,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
461,Error-prone inference from response time: The case of intuitive generosity in public-good games,2018,"MP Recalde, A Riedl, L Vesterlund","MP Recalde, A Riedl, L Vesterlund - Journal of Public Economics, 2018 - Elsevier",69,https://www.sciencedirect.com/science/article/pii/S0047272718300367,True,high,Abstract has strong replication signal. (a_strong=1)
462,Stepping on a rake: The fiscal theory of monetary policy,2018,JH Cochrane,"JH Cochrane - European Economic Review, 2018 - Elsevier",69,https://www.sciencedirect.com/science/article/pii/S001429211730199X,False,high,No replication signals found in title or abstract.
463,Uncertainty and the macroeconomy: evidence from an uncertainty composite indicator,2018,"O Darné, F Tripier","A Charles, O Darné, F Tripier - Applied Economics, 2018 - Taylor & Francis",69,https://www.tandfonline.com/doi/abs/10.1080/00036846.2017.1349294,False,high,No replication signals found in title or abstract.
464,"Predicting economic, social, and foreign policy conservatism: The role of right-wing authoritarianism, social dominance orientation, moral foundations orientation, and …",2018,RJ Harnish,"RJ Harnish, KR Bridges, JT Gump - Current Psychology, 2018 - Springer",68,https://link.springer.com/article/10.1007/s12144-016-9552-x,True,high,Abstract has strong replication signal. (a_strong=1)
465,Perceptions of economic inequality and support for redistribution: The role of existential and utopian standards,2018,"E García-Sánchez, GB Willis, R Rodríguez-Bailón","E García-Sánchez, GB Willis, R Rodríguez-Bailón… - Social Justice …, 2018 - Springer",64,https://link.springer.com/article/10.1007/s11211-018-0317-6,False,high,No replication signals found in title or abstract.
466,Complexity in risk elicitation may affect the conclusions: A demonstration using gender differences,2018,"G Charness, C Eckel, U Gneezy","G Charness, C Eckel, U Gneezy… - Journal of risk and …, 2018 - Springer",62,https://link.springer.com/article/10.1007/s11166-018-9274-6,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
467,Overhead aversion: Do some types of overhead matter more than others?,2018,"JE Portillo, J Stinn","JE Portillo, J Stinn - Journal of behavioral and experimental economics, 2018 - Elsevier",62,https://www.sciencedirect.com/science/article/pii/S2214804317301325,True,high,Abstract has strong replication signal. (a_strong=1)
468,Perceived economic threat and anti-immigration attitudes: Effects of immigrant group size and economic conditions revisited,2018,B Meuleman,"B Meuleman - Cross-Cultural Analysis, 2018 - taylorfrancis.com",61,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315537078-10/perceived-economic-threat-anti-immigration-attitudes-bart-meuleman,True,high,Abstract has strong replication signal. (a_strong=1)
469,Short-run and long-run effects of Milton Friedman's presidential address,2018,RE Hall,"RE Hall, TJ Sargent - Journal of Economic Perspectives, 2018 - aeaweb.org",59,https://www.aeaweb.org/articles?id=10.1257/jep.32.1.121,False,high,No replication signals found in title or abstract.
470,Measuring trust: A reinvestigation,2018,"B Aksoy, H Harwell","B Aksoy, H Harwell, A Kovaliukaite… - Southern Economic …, 2018 - Wiley Online Library",54,https://onlinelibrary.wiley.com/doi/abs/10.1002/soej.12259,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
471,The age‐time‐cohort problem and the identification of structural parameters in life‐cycle models,2018,S Schulhofer‐Wohl,"S Schulhofer‐Wohl - Quantitative Economics, 2018 - Wiley Online Library",54,https://onlinelibrary.wiley.com/doi/abs/10.3982/QE738,False,high,No replication signals found in title or abstract.
472,"Do economic crises always undermine trust in others? The case of generalized, interpersonal, and in-group trust",2018,G Navarro-Carrillo,"G Navarro-Carrillo, I Valor-Segura, LM Lozano… - Frontiers in …, 2018 - frontiersin.org",52,https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01955/full,False,high,No replication signals found in title or abstract.
